category,Project_Nr,Link,updates,updates_downloaded,save_path
video,evanbryant,"https://www.kickstarter.com/projects/evanbryant/recoil?ref=discovery_category_popular
",20,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,1433035761,"https://www.kickstarter.com/projects/emex-lizbravo/mexico-creates-make-100-cross-stitch-notebooks?ref=discovery_category_popular
",4,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,fat_1,https://www.kickstarter.com/projects/fat/fat-a-feature-film?ref=discovery_category_popular,16,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,1152998735,"https://www.kickstarter.com/projects/216462462/pronexio-portlet-development-in-java-made-fast-and?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,manurossi,"https://www.kickstarter.com/projects/manurossi/lars-manuela-rossis-thesis-film?ref=discovery_category_popular
",10,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1620718559,"https://www.kickstarter.com/projects/1144078771/the-macaroon-king-a-documentary-film?ref=discovery_category_popular
",2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,bitsfactory,"https://www.kickstarter.com/projects/bitsfactory/penxo-the-most-minimalistic-2mm-lead-holder-pencil?ref=discovery_category_popular
",24,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
design,955399824,"https://www.kickstarter.com/projects/955399824/a-living-tradition-architecture-of-the-bahamas?ref=discovery_category_popular
",8,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
technology,884272470,"https://www.kickstarter.com/projects/884272470/the-eroz-x1-new-steady-support-for-glidecam?ref=discovery_category_popular
",11,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
technology,1287780168,"https://www.kickstarter.com/projects/411374078/erp-lite?ref=discovery_category_popular
",2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,582879254,"https://www.kickstarter.com/projects/582879254/daddy-a-new-film-based-on-the-hit-play?ref=discovery_category_popular
",11,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1170737404_0,"https://www.kickstarter.com/projects/1170737404/project-maria?ref=discovery_category_popular
",14,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1617626633,"https://www.kickstarter.com/projects/1617626633/missed-a-short-film?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,1275821956,"https://www.kickstarter.com/projects/1275821956/aerolite-single-sided-forged-carbon-fiber-edc-key?ref=discovery_category_popular
",28,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,1065380416_0,"https://www.kickstarter.com/projects/1065380416/the-case-of-the-stuffing-slasher?ref=discovery_category_popular
",7,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1194210985,"https://www.kickstarter.com/projects/lakeofshadows/the-making-of-lake-of-shadows-the-legend-of-avocad?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,1122063189,"https://www.kickstarter.com/projects/youare/youare-the-social-media-you-rule?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
design,1895242525_1,"https://www.kickstarter.com/projects/1895242525/mr-locksmith-high-performance-picks-how-to-pick-lo?ref=discovery_category_popular
",11,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,lindyandkris_0,https://www.kickstarter.com/projects/lindyandkris/this-is-ours-post-production-feature-film-shot-on?ref=discovery_category_popular,57,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,mhpro_1,"https://www.kickstarter.com/projects/mhpro/3-axis-gyroscope-that-act-as-potentiometer?ref=discovery_category_popular
",10,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
technology,davidhcraig,"https://www.kickstarter.com/projects/davidhcraig/scriba-a-new-stylus-designed-for-comfort-and-contr?ref=discovery_category_popular
",25,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
technology,mnmlgolf,"https://www.kickstarter.com/projects/mnmlgolf/mnml-golf-co-golf-bag-with-integrated-tech?ref=discovery_category_popular
",7,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
design,1520413347,"https://www.kickstarter.com/projects/1471563715/esprit-zin-cosmetiques-bio?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,laszapaslimpias,"https://www.kickstarter.com/projects/laszapaslimpias/las-zapas-limpias?ref=discovery_category_popular
",8,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,1368497725,"https://www.kickstarter.com/projects/1368497725/massive-log-data-aggregation-processing-and-visual?ref=discovery_category_popular
",33,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
design,1678715338,"https://www.kickstarter.com/projects/1678715338/because-beautiful-art-and-design-shop?ref=discovery_category_popular
",6,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,2021990506,"https://www.kickstarter.com/projects/1559334419/as-we-dream?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,2116321577,"https://www.kickstarter.com/projects/2116321577/rov-the-wallet-that-turns-into-a-bag?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,883021385,"https://www.kickstarter.com/projects/883021385/the-travel-songs-project?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1504049393,"https://www.kickstarter.com/projects/1504049393/dim-sum-short-film?ref=discovery_category_popular
",11,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,524781263,"https://www.kickstarter.com/projects/524781263/they-return?ref=discovery_category_popular
",18,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1277129550,"https://www.kickstarter.com/projects/1277129550/unicorn-sky-post-production-project?ref=discovery_category_popular
",5,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,dougroos_14,"https://www.kickstarter.com/projects/dougroos/the-sky-has-fallen-no-cgi-award-winning-horror-fil?ref=discovery_category_popular
",11,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,howwegrow,"https://www.kickstarter.com/projects/howwegrow/how-we-grow-movie?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,amongfriends_0,https://www.kickstarter.com/projects/amongfriends/danielle-harris-and-women-filmakers-are-among-frie?ref=discovery_category_popular,9,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,ryandecker,"https://www.kickstarter.com/projects/ryandecker/social-studies?ref=discovery_category_popular
",7,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,429858312,"https://www.kickstarter.com/projects/429858312/wrestling-school?ref=discovery_category_popular
",9,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,1696002688,"https://www.kickstarter.com/projects/1696002688/starduster-ii-photographing-earth-from-near-space?ref=discovery_category_popular
",24,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
design,foald,"https://www.kickstarter.com/projects/foald/pillar-the-lightest-portable-notebook-computer-sta?ref=discovery_category_popular
",18,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,tomasgenerelo,"https://www.kickstarter.com/projects/tomasgenerelo/cardelinas?ref=discovery_category_popular
",10,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,378819946,"https://www.kickstarter.com/projects/378819946/shelf-pack-keep-your-things-organized?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
technology,740529838,"https://www.kickstarter.com/projects/jackt/noteu-facebook-twitter-email-at-a-glance?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
technology,1896187554,"https://www.kickstarter.com/projects/1543862273/the-arch-app?ref=discovery_category_popular
",2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,1795266392,https://www.kickstarter.com/projects/1795266392/mainline-a-sci-fi-thriller?ref=discovery_category_popular,1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1967119558,"https://www.kickstarter.com/projects/joelfariss/shaping-the-west-through-stories-of-africa?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,h2joe,"https://www.kickstarter.com/projects/h2joe/h2joe?ref=discovery_category_popular
",17,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,1908014986,"https://www.kickstarter.com/projects/1908014986/wither-a-film-about-family-and-its-destruction?ref=discovery_category_popular
",5,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,1867312852,"https://www.kickstarter.com/projects/1867312852/nova-0?ref=discovery_category_popular
",4,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
technology,85466182,"https://www.kickstarter.com/projects/85466182/lys-tracks-light-and-takes-care-of-your-circadian?ref=discovery_category_popular
",16,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,477995364,"https://www.kickstarter.com/projects/635510570/action-tv-show-pilot-about-cia-funded-killers?ref=discovery_category_popular
",2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,952231046,"https://www.kickstarter.com/projects/usermac/contact-dashboard-the-no-internet-internet?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,forwhoiam_0,"https://www.kickstarter.com/projects/forwhoiam/for-who-i-am?ref=discovery_category_popular
",10,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,betweentwomountains,"https://www.kickstarter.com/projects/betweentwomountains/between-two-mountains?ref=discovery_category_popular
",26,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,308865437,"https://www.kickstarter.com/projects/rexappbuilder/rex-app-builder?ref=discovery_category_popular
",8,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,teamwr,"https://www.kickstarter.com/projects/teamwr/the-big-engine-that-could?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,acemovie,"https://www.kickstarter.com/projects/acemovie/ace-rebuild-the-third-feature-film-by-caden-rodems?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,mikewofsey_2,"https://www.kickstarter.com/projects/mikewofsey/color-zil-beautiful-cmyk-color-for-pro-designers-a?ref=discovery_category_popular
",47,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,strikepictures,"https://www.kickstarter.com/projects/strikepictures/funding-getting-there?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,137596013,"https://www.kickstarter.com/projects/137596013/phonedrone-ethos-a-whole-new-dimension-for-your-sm?ref=discovery_category_popular
",53,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,1852778331,"https://www.kickstarter.com/projects/foundationforwomen/hope-resilience-in-the-face-of-war-poverty-and-ebo?ref=discovery_category_popular
",2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,207975559,"https://www.kickstarter.com/projects/207975559/biabox-the-innovative-bodyweight-strength-and-fitn?ref=discovery_category_popular
",4,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,adriantawfik,"https://www.kickstarter.com/projects/adriantawfik/democracy-film-the-design-of-a-broken-system?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,2051697277,"https://www.kickstarter.com/projects/paul-mitch/mitchell-acoustics-mitch-wireless-stereo-speaker-set?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
design,1855194586,"https://www.kickstarter.com/projects/1855194586/cwk-straight-plates-straighten-hair-without-heat?ref=discovery_category_popular
",38,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,68135133,https://www.kickstarter.com/projects/68135133/the-plague-of-independence-an-action-thriller-feat?ref=discovery_category_popular,1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,90872985,"https://www.kickstarter.com/projects/90872985/the-pen-rewritten?ref=discovery_category_popular
",17,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,nickytavares,"https://www.kickstarter.com/projects/nickytavares/son-of-a-bug?ref=discovery_category_popular
",9,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1775843611,"https://www.kickstarter.com/projects/coastlife/coastlife-the-movie?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,thekali,"https://www.kickstarter.com/projects/thekali/the-kali-antibacterial-dishcloth-washes-perfectly-replac?ref=discovery_category_popular
",17,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
technology,1794323142,"https://www.kickstarter.com/projects/brianwebster/the-creation-of-newbee?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
design,1999720253,"https://www.kickstarter.com/projects/jsalome/key-vida-the-iphone-case?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
design,63359481,"https://www.kickstarter.com/projects/63359481/the-magwoods-magnets-that-help-you-do-more?ref=discovery_category_popular
",34,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,1737984999,"https://www.kickstarter.com/projects/1590631489/you-are-all-it?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,rhysernst,https://www.kickstarter.com/projects/rhysernst/rhys-thesis-tristan-and-zooey?ref=discovery_category_popular,8,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1739514223,https://www.kickstarter.com/projects/1739514223/trauma?ref=discovery_category_popular,9,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,paloaltoinnovation,"https://www.kickstarter.com/projects/paloaltoinnovation/sandman-doppler-the-worlds-best-alarm-clock?ref=discovery_category_popular
",39,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,725634821,"https://www.kickstarter.com/projects/725634821/posi-ively-aging-a-documentary-feature?ref=discovery_category_popular
",8,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,davidryal,"https://www.kickstarter.com/projects/davidryal/healing-waters-the-story-of-pah-tempe-mineral-hot?ref=discovery_category_popular
",10,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,mattercollection,"https://www.kickstarter.com/projects/mattercollection/the-anti-oloid?ref=discovery_category_popular
",29,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
technology,commando,"https://www.kickstarter.com/projects/commando/commando-boxing-bag-feel-good-feel-fit-feel-ready?ref=discovery_category_popular
",19,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
design,fortheseekers,"https://www.kickstarter.com/projects/fortheseekers/caravan-of-seeers-custom-playing-cards?ref=discovery_category_popular
",16,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
technology,981830812,"https://www.kickstarter.com/projects/1260768810/wearesocial?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,blainebrothers_0,https://www.kickstarter.com/projects/blainebrothers/nina-forever-an-accident-waiting-to-happen-0?ref=discovery_category_popular,47,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,108611278_0,"https://www.kickstarter.com/projects/108611278/damelo-todo-give-me-everything-finishing-funds?ref=discovery_category_popular
",2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,lovebox,"https://www.kickstarter.com/projects/lovebox/lovebox-a-simple-and-generous-way-to-send-love-mes?ref=discovery_category_popular
",13,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,1952769020,"https://www.kickstarter.com/projects/586879365/bike-love-documentary?ref=discovery_category_popular
",2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,benjoe,"https://www.kickstarter.com/projects/benjoe/mississippi-river-expedition-gwine-back?ref=discovery_category_popular
",7,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,838820925_0,"https://www.kickstarter.com/projects/838820925/sail-an-electric-skateboard-for-everyone-299?ref=discovery_category_popular
",24,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
technology,1294137530,"https://www.kickstarter.com/projects/1294137530/the-first-desktop-waterjet-cutter?ref=discovery_category_popular
",24,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,nnbp,"https://www.kickstarter.com/projects/nnbp/the-fireturtles-an-indie-rockumentary-sitcom-pilot?ref=discovery_category_popular
",21,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,1082408443,"https://www.kickstarter.com/projects/iwb/international-wildlife-bond-iwb?ref=discovery_category_popular
",5,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
technology,852983022,"https://www.kickstarter.com/projects/785186158/cordcasetm-for-the-iphone-5-5s-and-new-iphone-6-an?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,359659783,"https://www.kickstarter.com/projects/359659783/straight-to-hell?ref=discovery_category_popular
",5,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,685819681,"https://www.kickstarter.com/projects/243227709/gaia-multitool-a-next-generation-3d-printer?ref=discovery_category_popular
",4,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
technology,549228661,"https://www.kickstarter.com/projects/479325040/certified-it-performer-top-25?ref=discovery_category_popular
",6,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
design,420090979,"https://www.kickstarter.com/projects/420090979/solid-brass-motorcycle-creed-challenge-coin-bottle?ref=discovery_category_popular
",7,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,1750977846,https://www.kickstarter.com/projects/1750977846/alabama-frozen-tide-pay-per-view-live-streaming?ref=discovery_category_popular,10,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,591369589,"https://www.kickstarter.com/projects/esbfilm/escape-to-the-west-a-world-war-2-short-film-eastern-front?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,472321202,"https://www.kickstarter.com/projects/472321202/infinite-m-modular-power-with-wireless-charging?ref=discovery_category_popular
",18,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
technology,bvansambeek_0,"https://www.kickstarter.com/projects/bvansambeek/jacksavior-the-smaller-flexible-and-stronger-audio?ref=discovery_category_popular
",27,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,1397198757,"https://www.kickstarter.com/projects/907777410/dark-moon-sci-fi-feature-film?ref=discovery_category_popular
",5,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,1570714219,"https://www.kickstarter.com/projects/joe-wojniak/high-altitude-shelter-bivvy?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,2039746226,"https://www.kickstarter.com/projects/irisfilmproduzioni/oleg-mandic-lultimo-bambino-di-auschwitz?ref=discovery_category_popular
",7,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,447222590,"https://www.kickstarter.com/projects/1436635448/saving-our-dying-past?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
technology,6186068,"https://www.kickstarter.com/projects/aquasoft/aquacontrol-control-for-your-aquarium-or-terrarium?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,319791402,"https://www.kickstarter.com/projects/319791402/what-is-janet-lynn?ref=discovery_category_popular
",5,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,720419087,"https://www.kickstarter.com/projects/720419087/on-the-other-side-of-the-fence?ref=discovery_category_popular
",2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,588924464,"https://www.kickstarter.com/projects/588924464/the-couch?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,990696773,"https://www.kickstarter.com/projects/18668175/whytebooyee-clothing?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
technology,1415320540,"https://www.kickstarter.com/projects/muvit/the-freedom-to-muv?ref=discovery_category_popular
",9,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
design,1621478444_0,"https://www.kickstarter.com/projects/1621478444/cabuya-casting-handlines-fishing-made-simple?ref=discovery_category_popular
",20,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
technology,248072678,"https://www.kickstarter.com/projects/248072678/help-african-health?ref=discovery_category_popular
",12,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,55830230,https://www.kickstarter.com/projects/1672999126/dust-a-sci-fi-horror-short-film?ref=discovery_category_popular,9,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,1852958433,"https://www.kickstarter.com/projects/tommurray/smartihat-raspberry-pi-a-hat-mount?ref=discovery_category_popular
",4,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
technology,loop,"https://www.kickstarter.com/projects/loop/pay-with-loop?ref=discovery_category_popular
",25,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,1973885567,"https://www.kickstarter.com/projects/junkyardkids/junkyard-kids-an-animated-documentary-of-sort?ref=discovery_category_popular
",7,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,908213631,"https://www.kickstarter.com/projects/908213631/complete-ios8-developer-course-using-swift?ref=discovery_category_popular
",15,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,1709154062,"https://www.kickstarter.com/projects/1659105206/freedom-riders-2012?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1849961300,"https://www.kickstarter.com/projects/1603359743/patch-bo-organic-toons?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1879289266_0,"https://www.kickstarter.com/projects/1879289266/a-finger-slip-web-series?ref=discovery_category_popular
",8,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,1569945514,"https://www.kickstarter.com/projects/1569945514/brahma-affordable-ambisonics-microphone?ref=discovery_category_popular
",16,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,721444681,"https://www.kickstarter.com/projects/721444681/on-directing-relaunched?ref=discovery_category_popular
",4,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,353603984,https://www.kickstarter.com/projects/353603984/foreced-evolution?ref=discovery_category_popular,4,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1976934685_0,"https://www.kickstarter.com/projects/1976934685/purpul-working-title?ref=discovery_category_popular
",4,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1079843982_1,https://www.kickstarter.com/projects/1079843982/enchantment-1921?ref=discovery_category_popular,6,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,963916601,"https://www.kickstarter.com/projects/963916601/freeze-try-again-the-relaunch?ref=discovery_category_popular
",17,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,502977355,"https://www.kickstarter.com/projects/lokchain/lokdon-0?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,1738832117,"https://www.kickstarter.com/projects/1491214073/the-gordon-hunt-documentary-project?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,180041845_0,"https://www.kickstarter.com/projects/180041845/the-russian-sleep-experiment?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1054520652,https://www.kickstarter.com/projects/womeninpost/project-mars-short-film-degrees-of-separation?ref=discovery_category_popular,1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,456455294,"https://www.kickstarter.com/projects/456455294/my-mind-within?ref=discovery_category_popular
",5,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,229592193_0,https://www.kickstarter.com/projects/229592193/quince-a-short-film?ref=discovery_category_popular,10,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,959799437,"https://www.kickstarter.com/projects/959799437/atmo-sferatm-platterless-turntable?ref=discovery_category_popular
",19,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,jadeajani,"https://www.kickstarter.com/projects/jadeajani/janadhaar-a-film-by-jade-ajani-and-david-meek?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,690341136,https://www.kickstarter.com/projects/690341136/perfume-and-guns-short-film?ref=discovery_category_popular,2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,1455845287,"https://www.kickstarter.com/projects/frshepherdnavigation/fr-first-responders-shepherd-navigation?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,1780365650,https://www.kickstarter.com/projects/1780365650/crazy-town-feat-sean-young-michael-monks-and-ed-ga?ref=discovery_category_popular,6,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,1623141163,"https://www.kickstarter.com/projects/footballasfootball/football-as-football-art-book?ref=discovery_category_popular
",2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,79598249_0,"https://www.kickstarter.com/projects/79598249/cobalt-cobalto-kobalt-a-dramedy-about-human-connec?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,stadlermade2,"https://www.kickstarter.com/projects/stadlermade2/stadler-made-outdoor-oven-20?ref=discovery_category_popular
",2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
design,99085932,"https://www.kickstarter.com/projects/702500391/route-66-neon-park?ref=discovery_category_popular
",2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,1220859950,"https://www.kickstarter.com/projects/ballyhoo/please-laugh-my-cartoon-life-the-funny-part?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,2027850021,"https://www.kickstarter.com/projects/tmorgan2100/my-dreamgirl-was-a-vampire-a-short-film?ref=discovery_category_popular
",4,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,lifeacoustics,"https://www.kickstarter.com/projects/lifeacoustics/life-headphones-better-fit-better-sound-higher-pur?ref=discovery_category_popular
",13,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,1489529949,https://www.kickstarter.com/projects/1489529949/missing-nest?ref=discovery_category_popular,4,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1966469188,https://www.kickstarter.com/projects/740325275/the-other-lady-short-film?ref=discovery_category_popular,3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
